provincia_id,nombre_provincia,sexo,edad_quinquenal,nacionalidad,pais_nacimiento,cantidad
34,Formosa,M,70 a 74,Argentina,Argentina,7385
34,Formosa,M,70 a 74,Argentina,Otro Pais,178
34,Formosa,M,70 a 74,Extranjera,Otro Pais,1110
34,Formosa,M,75 a 79,Argentina,Argentina,4153
34,Formosa,M,75 a 79,Argentina,Otro Pais,151
34,Formosa,M,75 a 79,Extranjera,Otro Pais,1412
34,Formosa,M,80 a 84,Argentina,Argentina,2254
34,Formosa,M,80 a 84,Argentina,Otro Pais,154
34,Formosa,M,80 a 84,Extranjera,Otro Pais,1102
34,Formosa,M,85 a 89,Argentina,Argentina,1112
34,Formosa,M,85 a 89,Argentina,Otro Pais,73
34,Formosa,M,85 a 89,Extranjera,Otro Pais,666
34,Formosa,M,90 a 94,Argentina,Argentina,382
34,Formosa,M,90 a 94,Argentina,Otro Pais,31
34,Formosa,M,90 a 94,Extranjera,Otro Pais,270
34,Formosa,M,95 a 99,Argentina,Argentina,130
34,Formosa,M,95 a 99,Argentina,Otro Pais,10
34,Formosa,M,95 a 99,Extranjera,Otro Pais,104
34,Formosa,X,20 a 24,Argentina,Argentina,2
34,Formosa,X,25 a 29,Argentina,Argentina,1
34,Formosa,X,45 a 49,Argentina,Argentina,1
38,Jujuy,F,0 a 4,Argentina,Argentina,16816
38,Jujuy,F,0 a 4,Argentina,Otro Pais,18
38,Jujuy,F,0 a 4,Extranjera,Otro Pais,27
38,Jujuy,F,10 a 14,Argentina,Argentina,32150
38,Jujuy,F,10 a 14,Argentina,Otro Pais,43
38,Jujuy,F,10 a 14,Extranjera,Otro Pais,283
38,Jujuy,F,100 y +,Argentina,Argentina,31
38,Jujuy,F,100 y +,Argentina,Otro Pais,1
38,Jujuy,F,100 y +,Extranjera,Otro Pais,9
38,Jujuy,F,15 a 19,Argentina,Argentina,30976
38,Jujuy,F,15 a 19,Argentina,Otro Pais,44
38,Jujuy,F,15 a 19,Extranjera,Otro Pais,401
38,Jujuy,F,20 a 24,Argentina,Argentina,30697
38,Jujuy,F,20 a 24,Argentina,Otro Pais,56
38,Jujuy,F,20 a 24,Extranjera,Otro Pais,565
38,Jujuy,F,25 a 29,Argentina,Argentina,31263
38,Jujuy,F,25 a 29,Argentina,Otro Pais,43
38,Jujuy,F,25 a 29,Extranjera,Otro Pais,796
38,Jujuy,F,30 a 34,Argentina,Argentina,29967
38,Jujuy,F,30 a 34,Argentina,Otro Pais,58
38,Jujuy,F,30 a 34,Extranjera,Otro Pais,1088
38,Jujuy,F,35 a 39,Argentina,Argentina,26798
38,Jujuy,F,35 a 39,Argentina,Otro Pais,59
38,Jujuy,F,35 a 39,Extranjera,Otro Pais,1202
38,Jujuy,F,40 a 44,Argentina,Argentina,26542
38,Jujuy,F,40 a 44,Argentina,Otro Pais,90
38,Jujuy,F,40 a 44,Extranjera,Otro Pais,1287
38,Jujuy,F,45 a 49,Argentina,Argentina,25089
38,Jujuy,F,45 a 49,Argentina,Otro Pais,147
38,Jujuy,F,45 a 49,Extranjera,Otro Pais,1340
38,Jujuy,F,5 a 9,Argentina,Argentina,27921
38,Jujuy,F,5 a 9,Argentina,Otro Pais,30
38,Jujuy,F,5 a 9,Extranjera,Otro Pais,109
38,Jujuy,F,50 a 54,Argentina,Argentina,20198
38,Jujuy,F,50 a 54,Argentina,Otro Pais,136
38,Jujuy,F,50 a 54,Extranjera,Otro Pais,1233
38,Jujuy,F,55 a 59,Argentina,Argentina,16293
38,Jujuy,F,55 a 59,Argentina,Otro Pais,157
38,Jujuy,F,55 a 59,Extranjera,Otro Pais,1279
38,Jujuy,F,60 a 64,Argentina,Argentina,14528
38,Jujuy,F,60 a 64,Argentina,Otro Pais,241
38,Jujuy,F,60 a 64,Extranjera,Otro Pais,1253
38,Jujuy,F,65 a 69,Argentina,Argentina,12577
38,Jujuy,F,65 a 69,Argentina,Otro Pais,208
38,Jujuy,F,65 a 69,Extranjera,Otro Pais,1173
38,Jujuy,F,70 a 74,Argentina,Argentina,10195
38,Jujuy,F,70 a 74,Argentina,Otro Pais,200
38,Jujuy,F,70 a 74,Extranjera,Otro Pais,1080
38,Jujuy,F,75 a 79,Argentina,Argentina,6742
38,Jujuy,F,75 a 79,Argentina,Otro Pais,248
38,Jujuy,F,75 a 79,Extranjera,Otro Pais,1019
38,Jujuy,F,80 a 84,Argentina,Argentina,4262
38,Jujuy,F,80 a 84,Argentina,Otro Pais,162
38,Jujuy,F,80 a 84,Extranjera,Otro Pais,756
38,Jujuy,F,85 a 89,Argentina,Argentina,2356
38,Jujuy,F,85 a 89,Argentina,Otro Pais,77
38,Jujuy,F,85 a 89,Extranjera,Otro Pais,385
38,Jujuy,F,90 a 94,Argentina,Argentina,946
38,Jujuy,F,90 a 94,Argentina,Otro Pais,24
38,Jujuy,F,90 a 94,Extranjera,Otro Pais,182
38,Jujuy,F,95 a 99,Argentina,Argentina,204
38,Jujuy,F,95 a 99,Argentina,Otro Pais,8
38,Jujuy,F,95 a 99,Extranjera,Otro Pais,44
38,Jujuy,M,0 a 4,Argentina,Argentina,17284
38,Jujuy,M,0 a 4,Argentina,Otro Pais,17
38,Jujuy,M,0 a 4,Extranjera,Otro Pais,43
38,Jujuy,M,10 a 14,Argentina,Argentina,33086
38,Jujuy,M,10 a 14,Argentina,Otro Pais,35
38,Jujuy,M,10 a 14,Extranjera,Otro Pais,278
38,Jujuy,M,100 y +,Argentina,Argentina,8
38,Jujuy,M,100 y +,Extranjera,Otro Pais,3
38,Jujuy,M,15 a 19,Argentina,Argentina,31740
38,Jujuy,M,15 a 19,Argentina,Otro Pais,50
38,Jujuy,M,15 a 19,Extranjera,Otro Pais,375
38,Jujuy,M,20 a 24,Argentina,Argentina,31706
38,Jujuy,M,20 a 24,Argentina,Otro Pais,55
38,Jujuy,M,20 a 24,Extranjera,Otro Pais,547
38,Jujuy,M,25 a 29,Argentina,Argentina,31566
38,Jujuy,M,25 a 29,Argentina,Otro Pais,52
38,Jujuy,M,25 a 29,Extranjera,Otro Pais,716
38,Jujuy,M,30 a 34,Argentina,Argentina,29933
38,Jujuy,M,30 a 34,Argentina,Otro Pais,36
38,Jujuy,M,30 a 34,Extranjera,Otro Pais,990
38,Jujuy,M,35 a 39,Argentina,Argentina,26620
38,Jujuy,M,35 a 39,Argentina,Otro Pais,36
38,Jujuy,M,35 a 39,Extranjera,Otro Pais,1053
38,Jujuy,M,40 a 44,Argentina,Argentina,26188
38,Jujuy,M,40 a 44,Argentina,Otro Pais,66
38,Jujuy,M,40 a 44,Extranjera,Otro Pais,1198
38,Jujuy,M,45 a 49,Argentina,Argentina,25305
38,Jujuy,M,45 a 49,Argentina,Otro Pais,79
38,Jujuy,M,45 a 49,Extranjera,Otro Pais,1174
38,Jujuy,M,5 a 9,Argentina,Argentina,29037
38,Jujuy,M,5 a 9,Argentina,Otro Pais,34
38,Jujuy,M,5 a 9,Extranjera,Otro Pais,136
38,Jujuy,M,50 a 54,Argentina,Argentina,19876
38,Jujuy,M,50 a 54,Argentina,Otro Pais,72
38,Jujuy,M,50 a 54,Extranjera,Otro Pais,1006
38,Jujuy,M,55 a 59,Argentina,Argentina,15384
38,Jujuy,M,55 a 59,Argentina,Otro Pais,93
38,Jujuy,M,55 a 59,Extranjera,Otro Pais,990
38,Jujuy,M,60 a 64,Argentina,Argentina,13174
38,Jujuy,M,60 a 64,Argentina,Otro Pais,126
38,Jujuy,M,60 a 64,Extranjera,Otro Pais,1035
38,Jujuy,M,65 a 69,Argentina,Argentina,11150
38,Jujuy,M,65 a 69,Argentina,Otro Pais,161
38,Jujuy,M,65 a 69,Extranjera,Otro Pais,919
38,Jujuy,M,70 a 74,Argentina,Argentina,8439
38,Jujuy,M,70 a 74,Argentina,Otro Pais,196
38,Jujuy,M,70 a 74,Extranjera,Otro Pais,948
38,Jujuy,M,75 a 79,Argentina,Argentina,5142
38,Jujuy,M,75 a 79,Argentina,Otro Pais,186
38,Jujuy,M,75 a 79,Extranjera,Otro Pais,898
38,Jujuy,M,80 a 84,Argentina,Argentina,2881
38,Jujuy,M,80 a 84,Argentina,Otro Pais,148
38,Jujuy,M,80 a 84,Extranjera,Otro Pais,635
38,Jujuy,M,85 a 89,Argentina,Argentina,1298
38,Jujuy,M,85 a 89,Argentina,Otro Pais,66
38,Jujuy,M,85 a 89,Extranjera,Otro Pais,323
38,Jujuy,M,90 a 94,Argentina,Argentina,412
38,Jujuy,M,90 a 94,Argentina,Otro Pais,25
38,Jujuy,M,90 a 94,Extranjera,Otro Pais,127
38,Jujuy,M,95 a 99,Argentina,Argentina,80
38,Jujuy,M,95 a 99,Argentina,Otro Pais,6
38,Jujuy,M,95 a 99,Extranjera,Otro Pais,37
38,Jujuy,X,10 a 14,Argentina,Argentina,1
38,Jujuy,X,15 a 19,Argentina,Argentina,4
38,Jujuy,X,20 a 24,Argentina,Argentina,3
38,Jujuy,X,20 a 24,Extranjera,Otro Pais,1
38,Jujuy,X,25 a 29,Argentina,Argentina,2
38,Jujuy,X,30 a 34,Argentina,Argentina,4
38,Jujuy,X,35 a 39,Argentina,Argentina,3
38,Jujuy,X,40 a 44,Argentina,Argentina,2
38,Jujuy,X,45 a 49,Argentina,Argentina,1
42,La Pampa,F,0 a 4,Argentina,Argentina,8146
42,La Pampa,F,0 a 4,Argentina,Otro Pais,12
42,La Pampa,F,0 a 4,Extranjera,Otro Pais,8
42,La Pampa,F,10 a 14,Argentina,Argentina,14214
42,La Pampa,F,10 a 14,Argentina,Otro Pais,10
42,La Pampa,F,10 a 14,Extranjera,Otro Pais,39
42,La Pampa,F,100 y +,Argentina,Argentina,35
42,La Pampa,F,100 y +,Extranjera,Otro Pais,2
42,La Pampa,F,15 a 19,Argentina,Argentina,13820
42,La Pampa,F,15 a 19,Argentina,Otro Pais,37
42,La Pampa,F,15 a 19,Extranjera,Otro Pais,58
42,La Pampa,F,20 a 24,Argentina,Argentina,13755
42,La Pampa,F,20 a 24,Argentina,Otro Pais,28
42,La Pampa,F,20 a 24,Extranjera,Otro Pais,112
42,La Pampa,F,25 a 29,Argentina,Argentina,13860
42,La Pampa,F,25 a 29,Argentina,Otro Pais,14
42,La Pampa,F,25 a 29,Extranjera,Otro Pais,137
42,La Pampa,F,30 a 34,Argentina,Argentina,14685
42,La Pampa,F,30 a 34,Argentina,Otro Pais,19
42,La Pampa,F,30 a 34,Extranjera,Otro Pais,154
42,La Pampa,F,35 a 39,Argentina,Argentina,13924
42,La Pampa,F,35 a 39,Argentina,Otro Pais,28
42,La Pampa,F,35 a 39,Extranjera,Otro Pais,180
42,La Pampa,F,40 a 44,Argentina,Argentina,13252
42,La Pampa,F,40 a 44,Argentina,Otro Pais,35
42,La Pampa,F,40 a 44,Extranjera,Otro Pais,206
42,La Pampa,F,45 a 49,Argentina,Argentina,12509
42,La Pampa,F,45 a 49,Argentina,Otro Pais,27
42,La Pampa,F,45 a 49,Extranjera,Otro Pais,162
42,La Pampa,F,5 a 9,Argentina,Argentina,12573
42,La Pampa,F,5 a 9,Argentina,Otro Pais,17
42,La Pampa,F,5 a 9,Extranjera,Otro Pais,25
42,La Pampa,F,50 a 54,Argentina,Argentina,10834
42,La Pampa,F,50 a 54,Argentina,Otro Pais,36
42,La Pampa,F,50 a 54,Extranjera,Otro Pais,135
42,La Pampa,F,55 a 59,Argentina,Argentina,9556
42,La Pampa,F,55 a 59,Argentina,Otro Pais,34
42,La Pampa,F,55 a 59,Extranjera,Otro Pais,133
42,La Pampa,F,60 a 64,Argentina,Argentina,9277
42,La Pampa,F,60 a 64,Argentina,Otro Pais,37
42,La Pampa,F,60 a 64,Extranjera,Otro Pais,102
42,La Pampa,F,65 a 69,Argentina,Argentina,7906
42,La Pampa,F,65 a 69,Argentina,Otro Pais,36
42,La Pampa,F,65 a 69,Extranjera,Otro Pais,111
42,La Pampa,F,70 a 74,Argentina,Argentina,6925
42,La Pampa,F,70 a 74,Argentina,Otro Pais,41
42,La Pampa,F,70 a 74,Extranjera,Otro Pais,86
42,La Pampa,F,75 a 79,Argentina,Argentina,5676
42,La Pampa,F,75 a 79,Argentina,Otro Pais,35
42,La Pampa,F,75 a 79,Extranjera,Otro Pais,73
42,La Pampa,F,80 a 84,Argentina,Argentina,3943
42,La Pampa,F,80 a 84,Argentina,Otro Pais,21
42,La Pampa,F,80 a 84,Extranjera,Otro Pais,37
42,La Pampa,F,85 a 89,Argentina,Argentina,2355
42,La Pampa,F,85 a 89,Argentina,Otro Pais,13
42,La Pampa,F,85 a 89,Extranjera,Otro Pais,28
42,La Pampa,F,90 a 94,Argentina,Argentina,990
42,La Pampa,F,90 a 94,Argentina,Otro Pais,2
42,La Pampa,F,90 a 94,Extranjera,Otro Pais,13
42,La Pampa,F,95 a 99,Argentina,Argentina,274
42,La Pampa,F,95 a 99,Argentina,Otro Pais,2
42,La Pampa,F,95 a 99,Extranjera,Otro Pais,11
42,La Pampa,M,0 a 4,Argentina,Argentina,8554
42,La Pampa,M,0 a 4,Argentina,Otro Pais,12
42,La Pampa,M,0 a 4,Extranjera,Otro Pais,4
42,La Pampa,M,10 a 14,Argentina,Argentina,14751
42,La Pampa,M,10 a 14,Argentina,Otro Pais,27
42,La Pampa,M,10 a 14,Extranjera,Otro Pais,46
42,La Pampa,M,100 y +,Argentina,Argentina,17
42,La Pampa,M,100 y +,Extranjera,Otro Pais,2
42,La Pampa,M,15 a 19,Argentina,Argentina,14423
42,La Pampa,M,15 a 19,Argentina,Otro Pais,37
42,La Pampa,M,15 a 19,Extranjera,Otro Pais,66
42,La Pampa,M,20 a 24,Argentina,Argentina,14243
42,La Pampa,M,20 a 24,Argentina,Otro Pais,23
42,La Pampa,M,20 a 24,Extranjera,Otro Pais,102
42,La Pampa,M,25 a 29,Argentina,Argentina,14547
42,La Pampa,M,25 a 29,Argentina,Otro Pais,17
42,La Pampa,M,25 a 29,Extranjera,Otro Pais,142
42,La Pampa,M,30 a 34,Argentina,Argentina,15018
42,La Pampa,M,30 a 34,Argentina,Otro Pais,25
42,La Pampa,M,30 a 34,Extranjera,Otro Pais,164
42,La Pampa,M,35 a 39,Argentina,Argentina,14083
42,La Pampa,M,35 a 39,Argentina,Otro Pais,13
42,La Pampa,M,35 a 39,Extranjera,Otro Pais,209
42,La Pampa,M,40 a 44,Argentina,Argentina,13434
42,La Pampa,M,40 a 44,Argentina,Otro Pais,21
42,La Pampa,M,40 a 44,Extranjera,Otro Pais,212
42,La Pampa,M,45 a 49,Argentina,Argentina,12837
42,La Pampa,M,45 a 49,Argentina,Otro Pais,27
42,La Pampa,M,45 a 49,Extranjera,Otro Pais,176
42,La Pampa,M,5 a 9,Argentina,Argentina,13094
42,La Pampa,M,5 a 9,Argentina,Otro Pais,19
42,La Pampa,M,5 a 9,Extranjera,Otro Pais,27
42,La Pampa,M,50 a 54,Argentina,Argentina,10837
42,La Pampa,M,50 a 54,Argentina,Otro Pais,26
42,La Pampa,M,50 a 54,Extranjera,Otro Pais,139
42,La Pampa,M,55 a 59,Argentina,Argentina,9459
42,La Pampa,M,55 a 59,Argentina,Otro Pais,23
42,La Pampa,M,55 a 59,Extranjera,Otro Pais,108
42,La Pampa,M,60 a 64,Argentina,Argentina,8962
42,La Pampa,M,60 a 64,Argentina,Otro Pais,26
42,La Pampa,M,60 a 64,Extranjera,Otro Pais,106
42,La Pampa,M,65 a 69,Argentina,Argentina,7594
42,La Pampa,M,65 a 69,Argentina,Otro Pais,44
42,La Pampa,M,65 a 69,Extranjera,Otro Pais,94
42,La Pampa,M,70 a 74,Argentina,Argentina,6223
42,La Pampa,M,70 a 74,Argentina,Otro Pais,40
42,La Pampa,M,70 a 74,Extranjera,Otro Pais,94
42,La Pampa,M,75 a 79,Argentina,Argentina,4404
42,La Pampa,M,75 a 79,Argentina,Otro Pais,46
42,La Pampa,M,75 a 79,Extranjera,Otro Pais,53
42,La Pampa,M,80 a 84,Argentina,Argentina,2779
42,La Pampa,M,80 a 84,Argentina,Otro Pais,23
42,La Pampa,M,80 a 84,Extranjera,Otro Pais,44
42,La Pampa,M,85 a 89,Argentina,Argentina,1187
42,La Pampa,M,85 a 89,Argentina,Otro Pais,20
42,La Pampa,M,85 a 89,Extranjera,Otro Pais,29
42,La Pampa,M,90 a 94,Argentina,Argentina,433
42,La Pampa,M,90 a 94,Argentina,Otro Pais,2
42,La Pampa,M,90 a 94,Extranjera,Otro Pais,19
42,La Pampa,M,95 a 99,Argentina,Argentina,89
42,La Pampa,M,95 a 99,Argentina,Otro Pais,1
42,La Pampa,M,95 a 99,Extranjera,Otro Pais,4
42,La Pampa,X,15 a 19,Argentina,Argentina,1
42,La Pampa,X,20 a 24,Argentina,Argentina,3
42,La Pampa,X,25 a 29,Argentina,Argentina,1
42,La Pampa,X,30 a 34,Argentina,Argentina,2
42,La Pampa,X,45 a 49,Argentina,Argentina,1
42,La Pampa,X,50 a 54,Argentina,Argentina,1
46,La Rioja,F,0 a 4,Argentina,Argentina,9756
46,La Rioja,F,0 a 4,Argentina,Otro Pais,3
46,La Rioja,F,0 a 4,Extranjera,Otro Pais,24
46,La Rioja,F,10 a 14,Argentina,Argentina,15791
46,La Rioja,F,10 a 14,Argentina,Otro Pais,9
46,La Rioja,F,10 a 14,Extranjera,Otro Pais,124
46,La Rioja,F,100 y +,Argentina,Argentina,54
46,La Rioja,F,100 y +,Extranjera,Otro Pais,1
46,La Rioja,F,15 a 19,Argentina,Argentina,15786
46,La Rioja,F,15 a 19,Argentina,Otro Pais,11
46,La Rioja,F,15 a 19,Extranjera,Otro Pais,169
46,La Rioja,F,20 a 24,Argentina,Argentina,16644
46,La Rioja,F,20 a 24,Argentina,Otro Pais,12
46,La Rioja,F,20 a 24,Extranjera,Otro Pais,487
46,La Rioja,F,25 a 29,Argentina,Argentina,17000
46,La Rioja,F,25 a 29,Argentina,Otro Pais,10
46,La Rioja,F,25 a 29,Extranjera,Otro Pais,538
46,La Rioja,F,30 a 34,Argentina,Argentina,17227
46,La Rioja,F,30 a 34,Argentina,Otro Pais,10
46,La Rioja,F,30 a 34,Extranjera,Otro Pais,482
46,La Rioja,F,35 a 39,Argentina,Argentina,14452
46,La Rioja,F,35 a 39,Argentina,Otro Pais,12
46,La Rioja,F,35 a 39,Extranjera,Otro Pais,402
46,La Rioja,F,40 a 44,Argentina,Argentina,13863
46,La Rioja,F,40 a 44,Argentina,Otro Pais,9
46,La Rioja,F,40 a 44,Extranjera,Otro Pais,327
46,La Rioja,F,45 a 49,Argentina,Argentina,13679
46,La Rioja,F,45 a 49,Argentina,Otro Pais,20
46,La Rioja,F,45 a 49,Extranjera,Otro Pais,256
46,La Rioja,F,5 a 9,Argentina,Argentina,14125
46,La Rioja,F,5 a 9,Argentina,Otro Pais,5
46,La Rioja,F,5 a 9,Extranjera,Otro Pais,65
46,La Rioja,F,50 a 54,Argentina,Argentina,10604
46,La Rioja,F,50 a 54,Argentina,Otro Pais,24
46,La Rioja,F,50 a 54,Extranjera,Otro Pais,216
46,La Rioja,F,55 a 59,Argentina,Argentina,8780
46,La Rioja,F,55 a 59,Argentina,Otro Pais,24
46,La Rioja,F,55 a 59,Extranjera,Otro Pais,166
46,La Rioja,F,60 a 64,Argentina,Argentina,8083
46,La Rioja,F,60 a 64,Argentina,Otro Pais,14
46,La Rioja,F,60 a 64,Extranjera,Otro Pais,128
46,La Rioja,F,65 a 69,Argentina,Argentina,6660
46,La Rioja,F,65 a 69,Argentina,Otro Pais,18
46,La Rioja,F,65 a 69,Extranjera,Otro Pais,94
46,La Rioja,F,70 a 74,Argentina,Argentina,5547
46,La Rioja,F,70 a 74,Argentina,Otro Pais,16
46,La Rioja,F,70 a 74,Extranjera,Otro Pais,66
46,La Rioja,F,75 a 79,Argentina,Argentina,3861
46,La Rioja,F,75 a 79,Argentina,Otro Pais,24
46,La Rioja,F,75 a 79,Extranjera,Otro Pais,56
46,La Rioja,F,80 a 84,Argentina,Argentina,2409
46,La Rioja,F,80 a 84,Argentina,Otro Pais,16
46,La Rioja,F,80 a 84,Extranjera,Otro Pais,28
46,La Rioja,F,85 a 89,Argentina,Argentina,1381
46,La Rioja,F,85 a 89,Argentina,Otro Pais,12
46,La Rioja,F,85 a 89,Extranjera,Otro Pais,15
46,La Rioja,F,90 a 94,Argentina,Argentina,560
46,La Rioja,F,90 a 94,Argentina,Otro Pais,1
46,La Rioja,F,90 a 94,Extranjera,Otro Pais,8
46,La Rioja,F,95 a 99,Argentina,Argentina,175
46,La Rioja,F,95 a 99,Extranjera,Otro Pais,2
46,La Rioja,M,0 a 4,Argentina,Argentina,10168
46,La Rioja,M,0 a 4,Argentina,Otro Pais,6
46,La Rioja,M,0 a 4,Extranjera,Otro Pais,10
46,La Rioja,M,10 a 14,Argentina,Argentina,16406
46,La Rioja,M,10 a 14,Argentina,Otro Pais,3
46,La Rioja,M,10 a 14,Extranjera,Otro Pais,124
46,La Rioja,M,100 y +,Argentina,Argentina,13
46,La Rioja,M,15 a 19,Argentina,Argentina,16139
46,La Rioja,M,15 a 19,Argentina,Otro Pais,9
46,La Rioja,M,15 a 19,Extranjera,Otro Pais,173
46,La Rioja,M,20 a 24,Argentina,Argentina,16654
46,La Rioja,M,20 a 24,Argentina,Otro Pais,6
46,La Rioja,M,20 a 24,Extranjera,Otro Pais,395
46,La Rioja,M,25 a 29,Argentina,Argentina,17191
46,La Rioja,M,25 a 29,Argentina,Otro Pais,10
46,La Rioja,M,25 a 29,Extranjera,Otro Pais,578
46,La Rioja,M,30 a 34,Argentina,Argentina,17612
46,La Rioja,M,30 a 34,Argentina,Otro Pais,18
46,La Rioja,M,30 a 34,Extranjera,Otro Pais,610
46,La Rioja,M,35 a 39,Argentina,Argentina,14496
46,La Rioja,M,35 a 39,Argentina,Otro Pais,11
46,La Rioja,M,35 a 39,Extranjera,Otro Pais,525
46,La Rioja,M,40 a 44,Argentina,Argentina,13909
46,La Rioja,M,40 a 44,Argentina,Otro Pais,19
46,La Rioja,M,40 a 44,Extranjera,Otro Pais,348
46,La Rioja,M,45 a 49,Argentina,Argentina,13748
46,La Rioja,M,45 a 49,Argentina,Otro Pais,20
46,La Rioja,M,45 a 49,Extranjera,Otro Pais,285
46,La Rioja,M,5 a 9,Argentina,Argentina,14661
46,La Rioja,M,5 a 9,Argentina,Otro Pais,6
46,La Rioja,M,5 a 9,Extranjera,Otro Pais,69
46,La Rioja,M,50 a 54,Argentina,Argentina,10646
46,La Rioja,M,50 a 54,Argentina,Otro Pais,17
46,La Rioja,M,50 a 54,Extranjera,Otro Pais,245
46,La Rioja,M,55 a 59,Argentina,Argentina,8881
46,La Rioja,M,55 a 59,Argentina,Otro Pais,25
46,La Rioja,M,55 a 59,Extranjera,Otro Pais,200
46,La Rioja,M,60 a 64,Argentina,Argentina,7917
46,La Rioja,M,60 a 64,Argentina,Otro Pais,15
46,La Rioja,M,60 a 64,Extranjera,Otro Pais,161
46,La Rioja,M,65 a 69,Argentina,Argentina,6553
46,La Rioja,M,65 a 69,Argentina,Otro Pais,27
46,La Rioja,M,65 a 69,Extranjera,Otro Pais,97
46,La Rioja,M,70 a 74,Argentina,Argentina,5030
46,La Rioja,M,70 a 74,Argentina,Otro Pais,16
46,La Rioja,M,70 a 74,Extranjera,Otro Pais,91
46,La Rioja,M,75 a 79,Argentina,Argentina,3121
46,La Rioja,M,75 a 79,Argentina,Otro Pais,22
46,La Rioja,M,75 a 79,Extranjera,Otro Pais,54
46,La Rioja,M,80 a 84,Argentina,Argentina,1692
46,La Rioja,M,80 a 84,Argentina,Otro Pais,14
46,La Rioja,M,80 a 84,Extranjera,Otro Pais,25
46,La Rioja,M,85 a 89,Argentina,Argentina,737
46,La Rioja,M,85 a 89,Argentina,Otro Pais,7
46,La Rioja,M,85 a 89,Extranjera,Otro Pais,17
46,La Rioja,M,90 a 94,Argentina,Argentina,340
46,La Rioja,M,90 a 94,Argentina,Otro Pais,1
46,La Rioja,M,90 a 94,Extranjera,Otro Pais,4
46,La Rioja,M,95 a 99,Argentina,Argentina,70
46,La Rioja,M,95 a 99,Argentina,Otro Pais,1
46,La Rioja,M,95 a 99,Extranjera,Otro Pais,1
46,La Rioja,X,25 a 29,Argentina,Argentina,2
46,La Rioja,X,30 a 34,Argentina,Argentina,2
46,La Rioja,X,35 a 39,Argentina,Argentina,1
46,La Rioja,X,60 a 64,Argentina,Argentina,1
50,Mendoza,F,0 a 4,Argentina,Argentina,48388
50,Mendoza,F,0 a 4,Argentina,Otro Pais,150
50,Mendoza,F,0 a 4,Extranjera,Otro Pais,76
50,Mendoza,F,10 a 14,Argentina,Argentina,81355
50,Mendoza,F,10 a 14,Argentina,Otro Pais,288
50,Mendoza,F,10 a 14,Extranjera,Otro Pais,813
50,Mendoza,F,100 y +,Argentina,Argentina,190
50,Mendoza,F,100 y +,Argentina,Otro Pais,3
50,Mendoza,F,100 y +,Extranjera,Otro Pais,19
50,Mendoza,F,15 a 19,Argentina,Argentina,77583
50,Mendoza,F,15 a 19,Argentina,Otro Pais,503
50,Mendoza,F,15 a 19,Extranjera,Otro Pais,1256
50,Mendoza,F,20 a 24,Argentina,Argentina,69063
50,Mendoza,F,20 a 24,Argentina,Otro Pais,467
50,Mendoza,F,20 a 24,Extranjera,Otro Pais,1972
50,Mendoza,F,25 a 29,Argentina,Argentina,73125
50,Mendoza,F,25 a 29,Argentina,Otro Pais,148
50,Mendoza,F,25 a 29,Extranjera,Otro Pais,2293
50,Mendoza,F,30 a 34,Argentina,Argentina,75050
50,Mendoza,F,30 a 34,Argentina,Otro Pais,183
50,Mendoza,F,30 a 34,Extranjera,Otro Pais,2849
50,Mendoza,F,35 a 39,Argentina,Argentina,70598
50,Mendoza,F,35 a 39,Argentina,Otro Pais,169
50,Mendoza,F,35 a 39,Extranjera,Otro Pais,3022
50,Mendoza,F,40 a 44,Argentina,Argentina,65980
50,Mendoza,F,40 a 44,Argentina,Otro Pais,190
50,Mendoza,F,40 a 44,Extranjera,Otro Pais,3066
50,Mendoza,F,45 a 49,Argentina,Argentina,64319
50,Mendoza,F,45 a 49,Argentina,Otro Pais,197
50,Mendoza,F,45 a 49,Extranjera,Otro Pais,2833
50,Mendoza,F,5 a 9,Argentina,Argentina,73424
50,Mendoza,F,5 a 9,Argentina,Otro Pais,185
50,Mendoza,F,5 a 9,Extranjera,Otro Pais,360
50,Mendoza,F,50 a 54,Argentina,Argentina,54419
50,Mendoza,F,50 a 54,Argentina,Otro Pais,205
50,Mendoza,F,50 a 54,Extranjera,Otro Pais,3030
50,Mendoza,F,55 a 59,Argentina,Argentina,45000
50,Mendoza,F,55 a 59,Argentina,Otro Pais,253
50,Mendoza,F,55 a 59,Extranjera,Otro Pais,2903
50,Mendoza,F,60 a 64,Argentina,Argentina,42492
50,Mendoza,F,60 a 64,Argentina,Otro Pais,226
50,Mendoza,F,60 a 64,Extranjera,Otro Pais,2690
50,Mendoza,F,65 a 69,Argentina,Argentina,38929
50,Mendoza,F,65 a 69,Argentina,Otro Pais,252
50,Mendoza,F,65 a 69,Extranjera,Otro Pais,2292
50,Mendoza,F,70 a 74,Argentina,Argentina,34488
50,Mendoza,F,70 a 74,Argentina,Otro Pais,262
50,Mendoza,F,70 a 74,Extranjera,Otro Pais,2190
50,Mendoza,F,75 a 79,Argentina,Argentina,26092
50,Mendoza,F,75 a 79,Argentina,Otro Pais,324
50,Mendoza,F,75 a 79,Extranjera,Otro Pais,1916
50,Mendoza,F,80 a 84,Argentina,Argentina,17501
50,Mendoza,F,80 a 84,Argentina,Otro Pais,227
50,Mendoza,F,80 a 84,Extranjera,Otro Pais,1275
50,Mendoza,F,85 a 89,Argentina,Argentina,9535
50,Mendoza,F,85 a 89,Argentina,Otro Pais,114
